surprisal_mean,surprisal_sem,surprisal_std,surprisal_var_mean,surprisal_var_sem,surprisal_var_std,surprisal_var_doc_initial_mean,surprisal_var_doc_initial_sem,surprisal_var_doc_initial_std,surp_diff_squared_mean,surp_diff_squared_sem,surp_diff_squared_std,delta_surp_mean,delta_surp_sem,delta_surp_std,uidp_1_1_mean,uidp_1_1_sem,uidp_1_1_std,uidp_1_25_mean,uidp_1_25_sem,uidp_1_25_std,max_surp_mean,max_surp_sem,max_surp_std,surprisal_var_norm_mean,surprisal_var_norm_sem,surprisal_var_norm_std,language,variant,num_toks,model_seed,dataset
5.2404513,0.006311012650639023,4.705038070678711,21.670834,0.15956289654111327,25.938085556030273,34.073837,0.8961466460589854,41.446170806884766,22.901176,0.17884286766423224,29.07224464416504,4.6876955,0.011269399408507534,1.8319281339645386,85.36605535404857,0.3059961556261444,49.742025780944175,63.35506156282185,0.2050372042101327,33.33037265453057,15.610142,0.04450819406648024,7.235145568847656,0.78911126,0.0058102458579050685,0.9444972276687622,en,EFFICIENT_OV,20000000,1,wiki40b
